Quantity,UnitPrice,ItemsInCart,TotalPrice,Discount_Applied,Cart_Utilization_Rate,Order_Month,Is_High_Value_Order,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponCode_SAVE10,CouponCode_WINTER15
1.4599927111375337,1.0868224981398293,0.6641729724549916,2.1982218088297683,1,0.5382019571905737,-1.4942119743585196,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
-0.6722481651688036,-1.0404260837596455,-1.0894190340268348,-0.9173544302403613,1,0.34762976634419956,0.5997787804982646,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
1.4599927111375337,0.9856529970472739,1.1025709740754481,2.0764279917676247,1,0.1806789184808848,-1.1950704379504076,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.3829951239375826,-0.4222469456895903,-0.2126230307859216,-0.9534039341671805,1,-1.5208584997903103,1.1980618533144887,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0.7492457523687547,1.367854527503752,1.1025709740754481,1.7718090727845128,1,-0.31977326336358436,-0.29764582872607154,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
-0.6722481651688036,-0.5609110612793359,-0.6510210324063782,-0.6864470350439075,1,-0.31977326336358436,1.1980618533144887,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
-1.3829951239375826,1.562735196358568,0.22577497083453502,-0.4754762004738749,1,-1.654178961033677,0.0014957076820405282,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1.4599927111375337,-1.0495587368171477,1.5409689756959049,-0.37368002418713003,1,-0.09717213287916455,-0.29764582872607154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.6722481651688036,-1.127034076921627,-1.5278170356472913,-0.959059955962544,0,1.6820354640142923,-0.5967873651341835,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7492457523687547,0.7761093463390234,0.22577497083453502,1.2019068507601258,1,0.34762976634419956,1.4972033897226007,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1.4599927111375337,1.3676515796580297,1.5409689756959049,2.536300433423032,1,-0.09717213287916455,1.7963449261307127,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0.03849879359997556,-1.5590085665414932,0.6641729724549916,-1.1070449409064569,1,-0.6056315496331452,-1.1950704379504076,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
-0.6722481651688036,-0.8925278411895362,0.22577497083453502,-0.8461349765320064,1,-0.9871762930713686,1.1980618533144887,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0.03849879359997556,-0.7860309591467715,-0.6510210324063782,-0.548711299098504,1,0.681131100325354,0.5997787804982646,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.6722481651688036,0.1873069089372679,-1.0894190340268348,-0.3261474522524458,1,0.34762976634419956,-0.8959289015422955,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
-1.3829951239375826,0.5963990289519473,-1.0894190340268348,-0.7081427039608952,0,-0.9871762930713686,0.3006372440901526,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.6722481651688036,0.9000597431139037,-1.0894190340268348,0.017074120884765384,1,0.34762976634419956,-1.4942119743585196,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.3829951239375826,0.3398729519589894,-1.0894190340268348,-0.769906950607455,0,-0.9871762930713686,-0.8959289015422955,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
-1.3829951239375826,0.38066546894916714,-1.0894190340268348,-0.7600852626517915,1,-0.9871762930713686,-0.8959289015422955,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1.4599927111375337,-0.6718220589665602,1.5409689756959049,0.0810616849541246,1,-0.09717213287916455,-1.4942119743585196,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.4599927111375337,-1.491173249108822,1.5409689756959049,-0.9053216408916943,1,-0.09717213287916455,-0.29764582872607154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.7492457523687547,-0.06830590274993968,0.22577497083453502,0.38866131520736275,0,0.34762976634419956,1.4972033897226007,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.6722481651688036,-1.5565731923928259,-1.5278170356472913,-1.1659017724616634,1,1.6820354640142923,-1.4942119743585196,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0.7492457523687547,-0.4219425239210069,-0.2126230307859216,0.048078404506001364,1,0.8813119730631418,-0.5967873651341835,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.6722481651688036,-0.6365598707723147,-1.0894190340268348,-0.7228752358943903,1,0.34762976634419956,1.1980618533144887,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
-1.3829951239375826,0.2210469882885966,-1.0894190340268348,-0.7985168923887529,1,-0.9871762930713686,0.3006372440901526,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1.4599927111375337,-1.5061913896922705,0.22577497083453502,-0.923401364989184,0,1.0146324343065083,-0.8959289015422955,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-1.3829951239375826,0.590209119657418,0.22577497083453502,-0.7096330595959586,1,-1.654178961033677,-1.1950704379504076,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
0.7492457523687547,-0.9961834533921891,-0.2126230307859216,-0.5049656964004562,0,0.8813119730631418,1.4972033897226007,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0.03849879359997556,0.3405325324575868,0.22577497083453502,0.26502287764608295,1,-0.31977326336358436,0.8989203169063766,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
-0.6722481651688036,0.3566161492310773,-0.2126230307859216,-0.2446176693966034,1,-0.7201350088391596,-0.8959289015422955,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
0.03849879359997556,0.7289239722085941,0.22577497083453502,0.5455640019020646,0,-0.31977326336358436,0.0014957076820405282,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1.4599927111375337,0.9148241988901998,1.9793669773163614,1.991160103794328,0,-0.31977326336358436,-0.29764582872607154,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.3829951239375826,-0.9824844738059353,-0.6510210324063782,-1.088293335170209,1,-1.3206776270525227,0.0014957076820405282,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.7492457523687547,1.1167573053838649,-0.2126230307859216,1.5299805469507914,1,0.8813119730631418,-1.4942119743585196,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
-0.6722481651688036,0.5516997659316158,-1.5278170356472913,-0.1506764002684302,1,1.6820354640142923,1.7963449261307127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
-0.6722481651688036,0.9032054347225991,-0.2126230307859216,0.018588908579419944,0,-0.7201350088391596,-0.29764582872607154,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
-0.6722481651688036,-1.4189745529931221,0.6641729724549916,-1.0996420268503224,1,-1.1777484839177423,1.1980618533144887,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
-1.3829951239375826,-0.5607588503950443,-1.0894190340268348,-0.9867536955091718,1,-0.9871762930713686,1.7963449261307127,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0.03849879359997556,-0.5071298821629326,-0.6510210324063782,-0.3472567517392448,1,0.681131100325354,-1.1950704379504076,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
-0.6722481651688036,-0.06287704787686882,-0.6510210324063782,-0.44662193809666484,1,-0.31977326336358436,0.5997787804982646,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0.03849879359997556,1.2939815116608435,-0.6510210324063782,0.9537137734028961,1,0.681131100325354,1.7963449261307127,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
-0.6722481651688036,-1.0388532379552977,0.22577497083453502,-0.9165970363930342,0,-0.9871762930713686,-0.29764582872607154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.03849879359997556,0.7245098565641345,1.1025709740754481,0.5423756181254128,0,-0.8202254452080535,1.7963449261307127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
